,lat,long,cluster_coordinates
3352344,34.101496,-118.332776,2
3352616,34.099826,-118.331881,2
3354250,34.047791,-118.24514,0
3355379,34.097876,-118.337165,2
3359508,34.097876,-118.337094,2
3364241,34.031627,-118.251203,0
3365107,34.04571,-118.241842,0
3365925,34.037833,-118.266615,0
3366515,34.09837,-118.33253,2
3367199,34.099825,-118.332042,2
3368463,34.039644,-118.247736,0
3369096,34.062383,-118.44374,1
3370375,34.102349,-118.344672,2
3370886,34.041158,-118.259006,0
3371669,34.04689,-118.243162,0
3372760,34.044313,-118.258964,0
3373553,34.105161,-118.330637,2
3374660,34.038093,-118.261898,0
3375364,34.047343,-118.244073,0
3376219,34.032577,-118.253753,0
3377327,34.047152,-118.241898,0
3378442,34.063327,-118.44261,1
3378981,34.104087,-118.328572,2
3379371,34.047218,-118.239299,0
3380411,34.037869,-118.266592,0
3381212,34.060506,-118.446577,1
3382497,34.099831,-118.330768,2
3385347,34.099436,-118.332538,2
3385790,34.033204,-118.254647,0
3387044,34.03582,-118.25963,0
3388599,34.035188,-118.250874,0
3389718,34.067103,-118.236566,0
3390242,34.037863,-118.259016,0
3391574,34.039839,-118.250218,0
3393219,34.099495,-118.332399,2
3393793,34.039802,-118.250177,0
3395357,34.036381,-118.251159,0
3396036,34.047784,-118.243976,0
3397135,34.103977,-118.330508,2
3397695,34.037072,-118.252553,0
3398832,34.059846,-118.250846,0
3399491,34.097105,-118.338532,2
3403354,34.097049,-118.338528,2
3407623,34.037012,-118.255323,0
3408616,33.979459,-118.466279,3
3409457,34.03814,-118.258768,0
3410464,34.046431,-118.242278,0
3411279,34.099514,-118.32679,2
3413864,34.041851,-118.263305,0
3415216,34.046351,-118.242912,0
3415809,34.033334,-118.252445,0
3416952,34.045699,-118.245869,0
3418783,34.06071,-118.445084,1
3419680,34.061738,-118.442072,1
3420271,34.047554,-118.243161,0
3420959,34.061529,-118.445522,1
3422245,34.046359,-118.241257,0
3422893,34.03929,-118.256107,0
3423542,34.045068,-118.258545,0
3424427,34.044685,-118.250425,0
3425200,34.039064,-118.264862,0
3426898,33.996467,-118.477916,3
3427753,34.045925,-118.247827,0
3428509,34.059957,-118.250905,0
3428928,34.09807,-118.342458,2
3431402,34.038697,-118.259678,0
3432016,34.098071,-118.342793,2
3434478,34.062502,-118.445047,1
3435489,34.052423,-118.258222,0
3436101,34.098071,-118.342848,2
3438239,34.062507,-118.446535,1
3440172,34.050588,-118.250816,0
3440733,34.050483,-118.250648,0
3441206,34.050515,-118.250699,0
3441746,34.038914,-118.259488,0
3442324,34.033272,-118.252604,0
3443755,34.097882,-118.334819,2
3445460,34.035651,-118.2534,0
3446005,34.06214,-118.443107,1
3447022,34.039143,-118.252219,0
3447217,34.063769,-118.445692,1
3447296,34.037149,-118.259851,0
3447684,34.044149,-118.249334,0
3448606,34.102958,-118.326571,2
3450246,34.039291,-118.254319,0
3450999,34.03527,-118.253532,0
3451938,34.099831,-118.33064,2
3454377,34.037544,-118.254902,0
3455294,34.037603,-118.254854,0
3456473,34.098072,-118.341805,2
3459588,34.031756,-118.250246,0
3459911,34.037708,-118.25477,0
3460825,34.057144,-118.253819,0
3461572,33.989598,-118.472113,3
3462051,34.037752,-118.254735,0
3466502,34.046167,-118.244919,0
3468220,34.038592,-118.266132,0
3468835,34.04646,-118.239631,0
3470123,34.042149,-118.252695,0
3471395,33.980268,-118.464502,3
3472241,34.091345,-118.32675,2
3472839,34.06248,-118.443651,1
3474406,34.037208,-118.253626,0
3475357,34.044241,-118.25885,0
3476366,34.037167,-118.253671,0
3477457,33.987548,-118.472625,3
3478123,34.10301,-118.330986,2
3479215,34.059496,-118.251775,0
3479741,34.052113,-118.247091,0
3480695,34.047656,-118.245432,0
3481459,34.103977,-118.33042,2
3481956,34.059834,-118.444171,1
3483513,34.098484,-118.338545,2
3490248,34.058098,-118.251832,0
3490803,33.980459,-118.463115,3
3491575,33.980524,-118.463171,3
3492060,34.037714,-118.260539,0
3492865,34.037554,-118.255858,0
3493512,34.037552,-118.2564,0
3494281,34.097118,-118.326308,2
3494582,34.038479,-118.255618,0
3495010,34.063806,-118.441907,1
3495491,34.099249,-118.332536,2
3495777,34.101923,-118.344766,2
3496498,34.06312,-118.446944,1
3497869,34.095091,-118.326769,2
3498272,34.038921,-118.253418,0
3498635,34.035044,-118.256729,0
3499337,34.098483,-118.336252,2
3500591,34.104087,-118.328857,2
3500996,34.097684,-118.330215,2
3502048,34.062351,-118.443658,1
3503345,34.097539,-118.34255,2
3504322,34.097868,-118.342151,2
3506773,34.036203,-118.253792,0
3507378,33.9818,-118.46254,3
3507836,34.049805,-118.249684,0
3508845,34.034192,-118.254405,0
3509552,34.041545,-118.260372,0
3509941,34.045408,-118.26534,0
3511670,34.037486,-118.25911,0
3512358,34.04546,-118.263379,0
3513321,34.039088,-118.25216,0
3514064,34.038982,-118.251725,0
3514533,34.098357,-118.326783,2
3517602,34.035875,-118.254558,0
3518237,34.03446,-118.249992,0
3519388,34.062329,-118.4436,1
3520667,34.057377,-118.242829,0
3521152,34.038412,-118.251418,0
3521919,34.038333,-118.2494,0
3523283,34.039176,-118.261694,0
3523717,34.093559,-118.326323,2
3523996,34.060057,-118.250715,0
3524667,33.987527,-118.472659,3
3525373,34.06436,-118.237173,0
3527038,34.052594,-118.247108,0
3527219,34.102919,-118.331118,2
3528102,34.044087,-118.258921,0
3529157,34.060967,-118.445738,1
3530226,34.10039,-118.332407,2
3531055,34.037822,-118.249647,0
3533234,34.062503,-118.446225,1
3534881,34.044741,-118.262297,0
3535739,34.040643,-118.264195,0
3536509,34.047807,-118.249122,0
3536977,34.061512,-118.237016,0
3537475,34.040611,-118.262987,0
3538196,34.035035,-118.253894,0
3538618,34.043303,-118.257424,0
3539674,34.061955,-118.445515,1
3540850,34.0413,-118.25458,0
3542428,33.980841,-118.464043,3
3543916,34.035155,-118.253625,0
3544623,34.060755,-118.447091,1
3545631,34.04003,-118.263016,0
3546444,34.037278,-118.256451,0
3547167,34.039098,-118.259327,0
3547715,34.063552,-118.240731,0
3548360,34.039322,-118.256055,0
3549175,34.057406,-118.242771,0
3549450,34.039818,-118.250833,0
3550415,33.980888,-118.463211,3
3551000,34.065272,-118.239645,0
3551535,34.102065,-118.343402,2
3551932,34.060634,-118.445967,1
3553153,34.058591,-118.251998,0
3553888,34.039871,-118.250775,0
3555163,34.066331,-118.237866,0
3556067,34.057536,-118.254841,0
3558168,33.980845,-118.463174,3
3558690,34.063179,-118.442499,1
3559343,34.101689,-118.330092,2
3560448,34.104088,-118.328824,2
3560751,34.063123,-118.442511,1
3561419,34.05912,-118.239794,0
3562708,34.039345,-118.262426,0
3563463,34.062647,-118.23903,0
3566439,34.046083,-118.241974,0
3567094,34.098161,-118.316479,2
3568388,34.061044,-118.444329,1
3569047,34.100078,-118.332405,2
3569497,34.059885,-118.250771,0
3570004,34.06201,-118.445236,1
3571051,34.035082,-118.256912,0
3573196,34.035047,-118.256942,0
3574498,33.980059,-118.464861,3
3575560,33.989076,-118.4717,3
3576040,34.062666,-118.446189,1
3577510,33.989021,-118.471658,3
3577858,34.034762,-118.255086,0
3578803,34.034731,-118.255037,0
3579722,34.036483,-118.252725,0
3580251,34.038238,-118.256917,0
3581290,34.061041,-118.447037,1
3582938,34.036536,-118.258518,0
3583621,34.060502,-118.44551,1
3584990,34.060152,-118.250266,0
3585551,34.058165,-118.241992,0
3587321,34.062972,-118.237888,0
3589063,34.046119,-118.244948,0
3589520,34.103966,-118.327746,2
3590117,34.09769,-118.33036,2
3591250,34.098899,-118.338549,2
3598267,34.09731,-118.330358,2
3598953,34.09912,-118.336253,2
3600080,33.987355,-118.472684,3
3600143,34.067082,-118.236506,0
3600829,34.097167,-118.326777,2
3601210,34.04028,-118.264768,0
3601881,34.060361,-118.445108,1
3603238,34.100448,-118.332407,2
3603925,34.04625,-118.241535,0
3604460,34.067609,-118.235139,0
3605199,34.047571,-118.238981,0
3606890,34.036859,-118.260588,0
3607784,34.063573,-118.447284,1
3608982,34.04049,-118.252667,0
3609577,34.038863,-118.26618,0
3610034,34.039067,-118.261525,0
3610549,34.060868,-118.441865,1
3611121,34.040437,-118.25944,0
3612825,34.044781,-118.26226,0
3613975,34.097419,-118.32678,2
3615625,34.043539,-118.257785,0
3616761,34.098428,-118.336379,2
3617639,34.099388,-118.336255,2
3618679,34.09725,-118.330209,2
3619327,34.054015,-118.255692,0
3620322,34.046807,-118.244546,0
3620997,34.034684,-118.257574,0
3621508,34.099703,-118.333032,2
3622030,34.034477,-118.252878,0
3624158,33.980415,-118.462795,3
3624655,34.043741,-118.238224,0
3625464,34.098095,-118.328279,2
3626962,34.037664,-118.255854,0
3627925,34.099304,-118.332537,2
3628215,34.095231,-118.326322,2
3628752,33.980353,-118.462741,3
3629409,34.057208,-118.243478,0
3630348,34.060858,-118.443186,1
3631093,34.036047,-118.259198,0
3635130,34.035108,-118.256674,0
3636022,34.037455,-118.254782,0
3636915,34.100955,-118.330951,2
3637668,34.038304,-118.266316,0
3638388,34.097342,-118.335213,2
3640136,34.101687,-118.329934,2
3641233,34.100639,-118.332544,2
3642695,34.098657,-118.338546,2
3649564,34.098082,-118.335761,2
3652978,34.04746,-118.244005,0
3653445,34.034998,-118.256768,0
3654359,34.060954,-118.441643,1
3655592,34.096446,-118.331091,2
3656130,34.034566,-118.250209,0
3657144,34.060041,-118.250475,0
3657987,33.984769,-118.470606,3
3658787,34.059697,-118.445878,1
3660491,34.09971,-118.331311,2
3661144,34.062504,-118.446287,1
3662585,34.038518,-118.262948,0
3663108,34.045273,-118.2586,0
3663964,34.060704,-118.444695,1
3665187,34.060705,-118.444758,1
3666828,34.036091,-118.259161,0
3668574,34.100794,-118.326576,2
3670446,34.042047,-118.258173,0
3671507,34.037906,-118.257638,0
3672302,34.097367,-118.340547,2
3672805,34.036397,-118.253864,0
3673642,33.997354,-118.479305,3
3674362,34.099831,-118.330581,2
3677581,34.050207,-118.261064,0
3678192,34.036193,-118.259075,0
3679505,34.036684,-118.254306,0
3680270,34.099825,-118.332902,2
3681030,34.099825,-118.332841,2
3681876,33.996369,-118.477818,3
3682717,34.040355,-118.252844,0
3683056,34.04523,-118.25864,0
3684184,34.098557,-118.328823,2
3684810,33.996386,-118.478075,3
3685727,34.098092,-118.331252,2
3687992,34.038332,-118.252429,0
3688439,34.061314,-118.441762,1
3689302,34.098396,-118.328823,2
3689914,34.033766,-118.254745,0
3690657,34.064712,-118.239692,0
3691222,34.098083,-118.334849,2
3693081,34.098096,-118.328176,2
3694405,34.099316,-118.3324,2
3694867,34.090826,-118.325534,2
3695445,34.0602,-118.444968,1
3697727,34.09813,-118.321278,2
3698243,34.036724,-118.256899,0
3698676,34.040416,-118.25155,0
3699570,34.05985,-118.444107,1
3700576,34.031718,-118.251422,0
3707299,34.047434,-118.244179,0
3707956,34.036964,-118.25367,0
3708775,33.980226,-118.465045,3
3709581,34.046701,-118.262188,0
3710348,34.060259,-118.250063,0
3710904,34.040922,-118.251379,0
3711554,34.098146,-118.319236,2
3712061,34.10009,-118.344863,2
3712664,34.04206,-118.249616,0
3713250,34.067602,-118.235521,0
3714054,34.060124,-118.250319,0
3714413,34.098266,-118.331105,2
3715274,34.035431,-118.253404,0
3716567,34.046389,-118.241411,0
3717104,34.06045,-118.237696,0
3718658,34.043692,-118.252961,0
3719602,34.062508,-118.446605,1
3721825,34.063766,-118.445996,1
3722452,34.061846,-118.441997,1
3722969,34.047268,-118.242162,0
3724623,34.060995,-118.446998,1
3726195,34.036286,-118.254226,0
3727301,33.987495,-118.470594,3
3728121,34.098363,-118.332393,2
3728655,34.096954,-118.335349,2
3730897,34.036991,-118.252448,0
3732255,34.046005,-118.241851,0
3734346,34.091097,-118.326508,2
3734893,34.047848,-118.249086,0
3735363,34.096803,-118.331093,2
3735719,34.038282,-118.251273,0
3736628,34.058813,-118.252216,0
3737200,34.0625,-118.444982,1
3738122,34.062914,-118.240838,0
3738914,34.057331,-118.254522,0
3739523,34.03744,-118.25632,0
3740810,34.098281,-118.325055,2
3741550,34.037485,-118.256284,0
3743637,34.063784,-118.443397,1
3743973,34.060408,-118.445146,1
3745382,33.980076,-118.464587,3
3746108,34.101533,-118.327408,2
3749675,34.059794,-118.444328,1
3750612,34.097877,-118.337004,2
3755971,34.098769,-118.344475,2
3757330,34.044997,-118.239758,0
3757877,34.094062,-118.326764,2
3758318,34.09794,-118.319465,2
3759136,34.045327,-118.25855,0
3760233,34.043405,-118.261856,0
3761172,34.062499,-118.444895,1
3762203,34.101677,-118.331715,2
3763065,34.033558,-118.255086,0
3763907,34.033396,-118.255251,0
3764714,34.033552,-118.254916,0
3765837,34.033662,-118.255002,0
3766834,34.103122,-118.329653,2
3767541,34.035291,-118.258669,0
3769400,34.098091,-118.331686,2
3771140,34.062716,-118.239227,0
3774403,34.054151,-118.255563,0
3775004,34.096995,-118.330357,2
3775370,34.062766,-118.442598,1
3776258,34.033314,-118.250324,0
3777519,33.979971,-118.46549,3
3778616,34.097884,-118.334513,2
3780081,34.06388,-118.236623,0
3783295,34.03488,-118.25402,0
3783835,34.061982,-118.241309,0
3784060,34.097177,-118.338533,2
3789148,34.098073,-118.341748,2
3792255,34.063815,-118.240597,0
3793295,34.04646,-118.240209,0
3794297,34.045192,-118.24397,0
3794892,34.036822,-118.2524,0
3795625,34.046815,-118.243275,0
3796324,34.039657,-118.262439,0
3796738,34.101677,-118.331403,2
3797675,34.097369,-118.338532,2
3801968,34.037433,-118.267097,0
3802295,34.061868,-118.442055,1
3802868,34.06378,-118.443797,1
3803380,34.0486,-118.256793,0
3804161,34.047522,-118.244699,0
3805439,34.050697,-118.244166,0
3807652,34.040068,-118.256134,0
3808664,34.063766,-118.445929,1
3809394,34.03966,-118.256109,0
3810577,34.038442,-118.263678,0
3811570,34.037824,-118.259048,0
3812309,34.099242,-118.3324,2
3812710,34.063916,-118.236772,0
3816788,34.061879,-118.445517,1
3817949,34.102897,-118.329652,2
3818866,34.102996,-118.331119,2
3819939,34.037113,-118.258525,0
3820511,34.098096,-118.327927,2
3822307,34.037786,-118.253219,0
3823666,34.064732,-118.239751,0
3824245,34.062301,-118.443522,1
3825596,34.062168,-118.443184,1
3826505,34.04614,-118.243665,0
3827432,34.037547,-118.267023,0
3828632,34.036064,-118.260068,0
3829714,34.036034,-118.260011,0
3830876,33.979505,-118.4662,3
3831767,34.062938,-118.239882,0
3832932,34.037132,-118.258734,0
3833758,34.05869,-118.239395,0
3834159,33.980672,-118.463023,3
3834759,34.09719,-118.330209,2
3835403,34.034149,-118.253904,0
3835958,34.057223,-118.253937,0
3836683,34.038514,-118.257345,0
3837769,34.034806,-118.255154,0
3838460,34.097626,-118.340549,2
3839788,34.033424,-118.255303,0
3840601,34.062287,-118.443152,1
3841610,34.103977,-118.330658,2
3842087,34.041166,-118.25358,0
3843212,34.1034,-118.326819,2
3844883,34.063253,-118.442625,1
3845577,33.98757,-118.472591,3
3846303,34.035147,-118.253804,0
3847048,34.034708,-118.254158,0
3847817,34.041947,-118.258266,0
3849740,34.061763,-118.444152,1
3851158,34.061489,-118.441732,1
3851751,34.060693,-118.447038,1
3852850,34.046113,-118.243583,0
3853666,34.097871,-118.340884,2
3855878,34.036712,-118.254053,0
3856781,34.038593,-118.257466,0
3858076,34.046835,-118.24334,0
3859267,34.098094,-118.329887,2
3860965,34.097883,-118.335919,2
3863076,34.037504,-118.256439,0
3863709,34.0388,-118.257783,0
3864449,34.052417,-118.249977,0
3865594,34.047448,-118.244581,0
3866799,33.982925,-118.461281,3
3867455,34.035207,-118.255268,0
3868328,34.035825,-118.25674,0
3868992,34.102899,-118.328257,2
3869322,34.098145,-118.318731,2
3870159,34.097872,-118.340204,2
3874013,34.047201,-118.239543,0
3875213,34.039676,-118.252803,0
3876542,34.099955,-118.326567,2
3880897,34.098096,-118.3281,2
3882431,34.098092,-118.330047,2
3883832,34.059005,-118.249987,0
3884910,34.061295,-118.445249,1
3885727,34.064124,-118.24044,0
3886721,34.063824,-118.236385,0
3888830,34.100319,-118.326797,2
3892240,34.063742,-118.240636,0
3893156,34.039307,-118.265895,0
3893857,34.03166,-118.25128,0
3894614,33.981374,-118.463207,3
3895326,34.042509,-118.254063,0
3895981,34.097893,-118.328287,2
3898141,34.035166,-118.256812,0
3899362,34.100043,-118.328865,2
3900574,34.03512,-118.256848,0
3901045,33.980023,-118.464348,3
3901698,34.061342,-118.445526,1
3902748,34.040695,-118.259194,0
3904021,34.063983,-118.240511,0
3905254,34.038207,-118.25687,0
3906619,34.037787,-118.253456,0
3908261,34.03481,-118.254075,0
3909073,34.060386,-118.445461,1
3911064,34.039265,-118.262075,0
3911999,34.060941,-118.240882,0
3912622,34.03493,-118.253979,0
3913411,34.103871,-118.328865,2
3913784,34.035087,-118.25243,0
3915279,34.060826,-118.446852,1
3916245,33.988243,-118.471504,3
3917178,34.040123,-118.251888,0
3917627,34.063778,-118.443864,1
3918182,34.061863,-118.241368,0
3918972,34.061369,-118.441753,1
3919721,33.987307,-118.473014,3
3920392,34.098092,-118.33031,2
3921850,33.980195,-118.465101,3
3922749,34.098128,-118.321686,2
3925688,34.056595,-118.250383,0
3927647,34.038046,-118.255851,0
3928363,34.038004,-118.255884,0
3928974,34.034689,-118.252721,0
3929960,34.035702,-118.251526,0
3931366,34.033706,-118.254967,0
3932281,34.09672,-118.330355,2
3932649,34.097876,-118.337382,2
3935322,34.035063,-118.25071,0
3936487,34.046241,-118.246647,0
3937184,34.037112,-118.25373,0
3938166,34.032838,-118.251453,0
3938955,34.053513,-118.252112,0
3939442,34.059099,-118.239197,0
3940023,34.103081,-118.328093,2
3940332,34.099823,-118.333054,2
3941020,34.100402,-118.330945,2
3942029,34.098993,-118.333724,2
3942663,34.100375,-118.332544,2
3943739,33.982039,-118.462163,3
3944261,34.061818,-118.445517,1
3945405,33.981818,-118.462063,3
3945669,34.031605,-118.25115,0
3946742,33.982005,-118.462218,3
3947171,34.034378,-118.255764,0
3947844,34.046341,-118.239403,0
3948668,34.063764,-118.446087,1
3949322,34.100095,-118.331117,2
3951282,34.099569,-118.332402,2
3951808,34.06094,-118.44695,1
3953261,34.101691,-118.329768,2
3954528,34.0608,-118.447129,1
3955739,34.037091,-118.253534,0
3956598,34.042676,-118.257358,0
3957986,34.099419,-118.322409,2
3958850,34.062972,-118.240809,0
3959639,34.104761,-118.329973,2
3960028,34.097234,-118.338529,2
3964725,34.04849,-118.256623,0
3965273,34.0605,-118.239955,0
3965945,33.99635,-118.477201,3
3966676,34.093877,-118.326762,2
3966721,34.03813,-118.261859,0
3967813,34.044077,-118.262082,0
3968985,34.063784,-118.444433,1
3969569,34.047754,-118.243836,0
3970796,34.101626,-118.344018,2
3971506,34.061186,-118.444296,1
3972197,34.061014,-118.445777,1
3973298,34.101626,-118.344152,2
3974073,33.987506,-118.472694,3
3974777,34.039387,-118.254187,0
3975332,34.063167,-118.240546,0
3977105,34.101627,-118.344212,2
3977834,33.981032,-118.463742,3
3979929,34.038822,-118.253531,0
3981574,34.045987,-118.243212,0
3983365,33.9813,-118.463794,3
3984734,34.036194,-118.255985,0
3985447,34.096926,-118.330932,2
3985759,34.045021,-118.239492,0
3987306,34.096651,-118.331095,2
3987683,34.097595,-118.34255,2
3988547,33.980461,-118.462836,3
3989096,34.037052,-118.253782,0
3989894,34.039893,-118.265129,0
3990488,34.062338,-118.241129,0
3998216,34.040009,-118.265269,0
3998693,34.036879,-118.256774,0
3999830,34.063587,-118.446231,1
4000779,34.036898,-118.256929,0
4001600,34.045154,-118.241366,0
4002169,34.03699,-118.256683,0
4002890,34.043516,-118.253125,0
4003727,34.061824,-118.44524,1
4004808,34.054113,-118.255599,0
4005548,34.097891,-118.330579,2
4007048,34.062249,-118.239681,0
4007929,33.996323,-118.477253,3
4008392,34.044752,-118.25909,0
4009181,34.098083,-118.334689,2
4011183,33.997319,-118.479364,3
4011842,34.06378,-118.444742,1
4012448,34.041077,-118.251544,0
4013093,34.04524,-118.239479,0
4013812,34.033003,-118.254545,0
4014967,34.061563,-118.447486,1
4016093,34.038036,-118.253788,0
4016757,34.103869,-118.330285,2
4017240,34.040254,-118.253672,0
4017883,34.062078,-118.445512,1
4019172,34.061752,-118.442995,1
4019934,33.979903,-118.464185,3
4020403,34.060873,-118.238942,0
4022714,34.043595,-118.263369,0
4023350,34.037783,-118.250984,0
4024737,34.098073,-118.341867,2
4028062,34.037261,-118.259761,0
4028854,34.031438,-118.251086,0
4030413,34.037007,-118.25684,0
4031196,34.099838,-118.32916,2
4032481,34.103909,-118.327193,2
4033046,33.987613,-118.472522,3
4033739,34.063782,-118.443544,1
4034270,33.996326,-118.477774,3
4035010,34.039183,-118.249252,0
4035601,34.064829,-118.239657,0
4036735,34.098853,-118.332396,2
4037296,34.041411,-118.246171,0
4037747,34.097309,-118.338532,2
4043081,34.034766,-118.253939,0
4043811,34.101949,-118.329451,2
4044543,34.097885,-118.333559,2
4046403,33.980383,-118.464318,3
4047107,34.045137,-118.243802,0
4048314,34.063744,-118.446624,1
4048983,34.032876,-118.251529,0
4049812,34.045695,-118.245576,0
4050355,34.092394,-118.326753,2
4050967,34.060043,-118.446176,1
4052196,34.097885,-118.333495,2
4054176,33.988115,-118.472012,3
4054935,34.065381,-118.239587,0
4055214,34.03608,-118.257415,0
4056078,34.057245,-118.243405,0
4056807,34.042094,-118.249576,0
4057580,34.044659,-118.25918,0
4060589,34.04167,-118.251915,0
4062179,33.98284,-118.460906,3
4063002,34.035263,-118.255629,0
4063597,34.037191,-118.258214,0
4064642,34.097476,-118.326781,2
4066363,34.044072,-118.258589,0
4066935,34.038658,-118.262848,0
4067356,34.099045,-118.333725,2
4067965,34.104088,-118.328793,2
4068392,34.098083,-118.33459,2
4069772,34.061509,-118.238001,0
4070821,34.038085,-118.253593,0
4071849,34.065318,-118.23962,0
4072425,34.096392,-118.331091,2
4073016,34.063787,-118.443172,1
4073600,34.034002,-118.253913,0
4074214,34.044631,-118.256175,0
4075285,34.038063,-118.257508,0
4076276,33.980334,-118.464394,3
4077005,34.050742,-118.251054,0
4077549,34.034233,-118.254542,0
4078410,33.981314,-118.462856,3
4078779,34.096457,-118.330928,2
4079164,34.098532,-118.326784,2
4081882,34.093667,-118.32676,2
4082449,34.064682,-118.239607,0
4082852,34.064779,-118.239511,0
4083702,34.060433,-118.239763,0
4084545,34.064729,-118.239363,0
4085247,34.10498,-118.330999,2
4086035,34.03787,-118.253329,0
4086950,34.061688,-118.238533,0
4090590,34.040366,-118.261225,0
4091212,34.065495,-118.239532,0
4091623,34.097586,-118.330934,2
4092346,34.057962,-118.2422,0
4093268,34.032931,-118.254419,0
4093991,33.997274,-118.478721,3
4094740,33.988177,-118.472061,3
4095433,34.060788,-118.238355,0
4095998,34.098093,-118.331505,2
4098307,34.063784,-118.443336,1
4098866,34.062587,-118.241004,0
4099448,34.040612,-118.264148,0
4100165,34.0462,-118.240425,0
4100834,34.063782,-118.444586,1
4101446,34.032506,-118.253271,0
4102273,34.034054,-118.251007,0
4102544,34.053606,-118.251968,0
4103237,34.033858,-118.250981,0
4104324,34.041855,-118.260071,0
4106639,34.046143,-118.240479,0
4107286,34.038664,-118.266087,0
4108256,34.099851,-118.327767,2
4109958,34.063038,-118.24017,0
4111167,34.099175,-118.336254,2
4112438,34.063058,-118.240231,0
4113392,34.06266,-118.448392,1
4114593,34.100316,-118.326571,2
4119418,34.038207,-118.262963,0
4120826,34.102532,-118.331114,2
4121539,34.090828,-118.324888,2
4121992,34.098246,-118.332529,2
4122766,34.037381,-118.266907,0
4122934,34.064033,-118.441771,1
4123340,34.093757,-118.326519,2
4123667,34.034657,-118.254029,0
4124379,34.03529,-118.253689,0
4125471,34.060412,-118.250043,0
4126388,34.104086,-118.32895,2
4127187,34.044591,-118.238189,0
4128623,34.034013,-118.25472,0
4129230,34.037799,-118.257723,0
4130624,33.988627,-118.472268,3
4130750,34.062451,-118.236564,0
4131379,34.062936,-118.240251,0
4132800,34.098557,-118.332531,2
4133174,34.033104,-118.254723,0
4134123,34.100275,-118.328237,2
4135433,34.10516,-118.330702,2
4136492,34.038901,-118.265936,0
4136995,34.046911,-118.239336,0
4137922,34.065022,-118.240542,0
4138830,34.038698,-118.254845,0
4139155,34.10398,-118.330033,2
4139744,34.104087,-118.328731,2
4140077,34.097947,-118.318494,2
4142607,34.101126,-118.343255,2
4143635,34.047508,-118.258017,0
4144600,34.093557,-118.326031,2
4144953,34.098337,-118.331106,2
4145536,34.046991,-118.260205,0
4146619,34.037751,-118.25341,0
4147591,34.060868,-118.444812,1
4148472,34.099969,-118.331118,2
4150253,34.031684,-118.251339,0
4151300,34.093088,-118.326756,2
4151871,34.033806,-118.251188,0
4152827,34.095651,-118.326789,2
4153223,34.039678,-118.253942,0
4154584,34.062248,-118.443387,1
4155742,34.059928,-118.443821,1
4156776,34.097884,-118.333818,2
4158260,34.039953,-118.2629,0
4158810,34.097886,-118.332944,2
4160119,34.061275,-118.237132,0
4160571,34.098094,-118.331343,2
4163350,34.04294,-118.262286,0
4163940,34.064799,-118.239572,0
4164736,34.038945,-118.265906,0
4165189,34.056973,-118.253553,0
4165928,34.060229,-118.248197,0
4167105,34.037622,-118.254647,0
4167704,34.046865,-118.24309,0
4168797,34.033588,-118.251178,0
4170052,34.063273,-118.237736,0
4171369,34.036122,-118.254357,0
4171784,34.037846,-118.257685,0
4173033,34.04546,-118.257465,0
4173456,34.036186,-118.255819,0
4174657,34.099841,-118.328608,2
4176067,34.033024,-118.250361,0
4177327,34.041485,-118.260426,0
4177594,33.980112,-118.464469,3
4178330,34.103754,-118.327784,2
4178667,34.037387,-118.267126,0
4178972,34.062428,-118.241084,0
4179505,34.061681,-118.443013,1
4180237,34.060124,-118.248393,0
4181546,34.032461,-118.250976,0
4182649,34.033355,-118.25135,0
4184046,34.061111,-118.444313,1
4185017,34.031505,-118.250915,0
4185877,34.103715,-118.327376,2
4186382,34.062095,-118.236898,0
4186954,34.058667,-118.238559,0
4188055,34.061509,-118.447739,1
4189875,34.09674,-118.330931,2
4190071,34.092217,-118.326755,2
4190886,34.05873,-118.252343,0
4191403,34.038628,-118.26611,0
4191798,34.062194,-118.443247,1
4192799,34.104483,-118.329828,2
4193250,34.097894,-118.327356,2
4195669,34.102801,-118.330984,2
4196198,34.062226,-118.44333,1
4197216,34.104369,-118.32977,2
4197521,34.061061,-118.241228,0
4199900,34.032444,-118.253439,0
4200484,34.060751,-118.44192,1
4201534,34.041441,-118.260215,0
4203470,34.037836,-118.259847,0
4204124,34.042423,-118.257819,0
4204689,34.035353,-118.253638,0
4205188,34.101145,-118.332413,2
4205828,34.096503,-118.330929,2
4206158,34.100757,-118.325122,2
4207397,34.033964,-118.250904,0
4208462,34.09638,-118.330929,2
4208856,34.09687,-118.330931,2
4209135,34.031699,-118.251689,0
4209975,34.045499,-118.240875,0
4210363,34.036128,-118.259924,0
4211300,34.059236,-118.239736,0
4212642,34.03612,-118.257198,0
4213027,34.098118,-118.325745,2
4214106,34.037008,-118.253816,0
4214841,34.03531,-118.255704,0
4215414,34.10275,-118.330984,2
4215976,33.997274,-118.479432,3
4216651,34.039237,-118.255298,0
4217654,34.036086,-118.257146,0
4218297,34.037785,-118.260486,0
4219525,34.043054,-118.250811,0
4220197,34.060292,-118.446205,1
4223170,34.038579,-118.266361,0
4223499,34.035914,-118.2598,0
4224372,34.061715,-118.241442,0
4225033,34.09753,-118.341495,2
4226274,34.033126,-118.252028,0
4227410,34.057378,-118.254593,0
4228046,34.061814,-118.441919,1
4228547,34.031934,-118.252251,0
4229632,34.100023,-118.344843,2
4230495,33.987539,-118.470619,3
4231416,33.987584,-118.470646,3
4232474,34.046767,-118.24545,0
