space_id,block_face,meter_type,rate_type,rate_range,metered_time_limit,lat,long
WB803,2301 S GRAND AVE,Single-Space,FLAT,$0.50,2HR,34.028816,-118.270895
WU183,601 S UNION DR,Single-Space,FLAT,$1.00,2HR,34.05678,-118.269321
WF561,450 S SAN VICENTE BLVD,Single-Space,FLAT,$1.00,2HR,34.070169,-118.375507
VW1404,3101 7TH ST,Single-Space,FLAT,$1.00,1HR,34.059859,-118.29383
CC1090,300 S GRAND AVE,Single-Space,TOD,$2.00 - $3.00,2HR,34.051739,-118.252284
WW1969B,3301 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061866,-118.297302
HW228,5050 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.101677,-118.300239
MV105A,3701 S WASATCH AVE,Single-Space,FLAT,$1.00,1HR,34.002988,-118.435618
GA193,3900 EDENHURST AVE,Single-Space,FLAT,$1.00,2HR,34.124321,-118.266422
MD894,1201 CUMMINGS ST,Single-Space,FLAT,$1.00,4HR,34.059091,-118.205546
BH7,2601 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,1HR,34.0457,-118.205059
HO213,1601 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.101293,-118.328244
MM590,701 S GENESEE AVE,Single-Space,FLAT,$1.00,2HR,34.061983,-118.359419
L29,201 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.075355,-118.323758
SS74,11501 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.045374,-118.452662
P229,800 N ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,34.044505,-118.524802
PB215,5800 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.051256,-118.365952
VS454,1300 N NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.00,2HR,34.095757,-118.292815
WU458,1200 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.053348,-118.265847
OF32,1000 S FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.056713,-118.364407
CB1373,1000 S HOPE ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.043265,-118.261986
CT449A,700 N YALE ST,Single-Space,FLAT,$0.50,4HR,34.062823,-118.240883
OF23,1000 S FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.056173,-118.364655
CB4137,1400 S MYRTLE ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.031807,-118.257125
WF225,300 S LA JOLLA AVE,Single-Space,FLAT,$1.00,15MIN,34.072174,-118.367867
ED394,700 E PICO BLVD,Single-Space,FLAT,$0.50,2HR,34.032167,-118.252784
WB682,2001 S LOS ANGELES ST,Single-Space,FLAT,$0.50,4HR,34.028788,-118.264794
WF73,8301 W 3RD ST,Single-Space,FLAT,$1.00,2HR,34.072826,-118.37071
SVV405,700 HELIOTROPE DR,Single-Space,FLAT,$1.00,4HR,34.085175,-118.294866
SV667,1301 N LA BREA AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.095795,-118.34422
WV73B,10900 W LINDBROOK DR,Single-Space,TOD,$0.50 - $2.00,2HR,34.059472,-118.444888
WW2308,2701 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047314,-118.299415
WA4A,700 ALVARADO ST,Single-Space,FLAT,$1.00,2HR,34.055313,-118.277438
CB596,100 E 11TH ST,Single-Space,FLAT,$0.50,4HR,34.038514,-118.257345
CB3714,501 S MAIN ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.046308,-118.249023
WS57A,1400 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.054597,-118.440989
SV622,7001 W SUNSET BLVD,Single-Space,FLAT,$0.50,2HR,34.098072,-118.341805
WW1950,3700 7TH ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.059615,-118.308825
SVV66,800 VERMONT AVE,Single-Space,FLAT,$1.00,2HR,34.08731,-118.291605
WA775,2400 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.059866,-118.280266
SS217,1400 S GRANVILLE AVE,Single-Space,FLAT,$1.00,2HR,34.043135,-118.458308
CB806,1101 S SANTEE ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.037071,-118.256789
MM756,5800 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.062375,-118.35664
WW2265,2800 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047142,-118.301143
CB2784,101 E OLYMPIC BLVD,Single-Space,TOD,$0.50 - $5.00,2HR,34.039965,-118.25604
CC853,301 S HOPE ST,Single-Space,FLAT,$5.00,2HR,34.053437,-118.252672
HW112,5301 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098213,-118.306186
VW1187,2701 6TH ST,Single-Space,FLAT,$1.00,4HR,34.063039,-118.282498
P158,15101 W SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.0458,-118.523751
SW304,5700 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083417,-118.32546
SA48,2001 SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.077887,-118.262538
WSV106,12001 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,2HR,34.044787,-118.46682
ED514,801 S KOHLER ST,Single-Space,FLAT,$1.00,4HR,34.034756,-118.245014
SVV76,900 VERMONT AVE,Single-Space,FLAT,$1.00,2HR,34.088013,-118.291607
WA156,600 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.058969,-118.275108
W56,6100 W 98TH ST,Single-Space,FLAT,$1.00,2HR,33.947272,-118.391799
WF551,450 S SAN VICENTE BLVD,Single-Space,FLAT,$1.00,2HR,34.069327,-118.374992
VN1121,14401 W KITTRIDGE ST,Single-Space,FLAT,$1.00,2HR,34.190734,-118.448141
PM191,9500 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.025004,-118.395559
SVV187,4501 SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090964,-118.288105
HP48,5600 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,34.109365,-118.193023
L101,100 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.073989,-118.323515
LP72,4601 S CRENSHAW BLVD,Single-Space,FLAT,$1.00,4HR,34.000832,-118.33102
ED624,750 E 10TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.034254,-118.249899
LM718,100 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.074735,-118.343914
VS447,4701 FOUNTAIN AVE,Single-Space,FLAT,$1.00,4HR,34.095624,-118.292133
AE391,701 TEMPLE ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.050159,-118.232707
SW307,5700 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.08342,-118.325133
CB3814,301 E 5TH ST,Single-Space,TOD,$3.00 - $6.00,2HR,34.045065,-118.245919
LM237,701 N LA BREA AVE,Single-Space,FLAT,$1.00,1HR,34.084435,-118.344177
WA748,651 CARONDELET ST,Single-Space,FLAT,$1.00,1HR,34.059811,-118.280825
LC420,8400 W MELROSE PL,Single-Space,FLAT,$1.00,2HR,34.083527,-118.375844
CB3523,201 W 14TH ST,Single-Space,FLAT,$0.50,4HR,34.036471,-118.263977
BW78,151 S BARRINGTON PL,Single-Space,FLAT,$2.00,1HR,34.064993,-118.468898
VW1501,601 BERENDO ST,Single-Space,FLAT,$1.00,2HR,34.063247,-118.294215
CB2320,601 E PICO BLVD,Single-Space,FLAT,$0.50,4HR,34.033277,-118.254778
SS135,1631 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,1HR,34.045564,-118.447721
WA812C,2600 7TH ST,Single-Space,FLAT,$1.00,1HR,34.058944,-118.282558
SVV269,4801 SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090944,-118.295253
VN672A,6201 N TYRONE AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.184095,-118.444449
SS537,11301 W IOWA AVE,Single-Space,FLAT,$1.00,2HR,34.044382,-118.449166
SS579,1500 S CORINTH AVE,Single-Space,FLAT,$1.00,2HR,34.046738,-118.449987
CB2870,1300 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,34.03713,-118.263708
SV136,1501 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $1.50,2HR,34.099185,-118.332536
CC703,400 W CESAR E CHAVEZ BLVD,Single-Space,FLAT,$0.50,4HR,34.058905,-118.24114
HW491,5500 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.101631,-118.309629
MD113,2001 MARENGO ST,Single-Space,FLAT,$1.00,4HR,34.056407,-118.206647
GA204,3000 LOS FELIZ BLVD,Single-Space,FLAT,$1.00,30MIN,34.1253,-118.264863
WA586,601 PARK VIEW ST,Single-Space,FLAT,$1.00,2HR,34.06053,-118.279067
AE364,701 BANNING ST,Single-Space,FLAT,$1.00,2HR,34.049315,-118.232975
PR561,8601 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.054136,-118.379841
HW217,1601 N WINONA BLVD,Single-Space,FLAT,$1.00,2HR,34.101567,-118.302248
WW270,201 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.069641,-118.309221
CB2550,701 S WALL ST,Single-Space,TOD,$0.50 - $6.00,4HR,34.040588,-118.250013
WW1789,500 ARDMORE AVE,Single-Space,FLAT,$1.00,2HR,34.064143,-118.301529
PR715,1201 S FAIRFAX AVE,Single-Space,FLAT,$1.00,1HR,34.052045,-118.366742
WA333,901 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.053234,-118.278995
WW1850,3801 INGRAHAM ST,Single-Space,FLAT,$1.00,2HR,34.060738,-118.310284
CB1253,1200 S GRAND AVE,Single-Space,FLAT,$0.50,2HR,34.039241,-118.264022
CB1785,1100 S SANTEE ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.036614,-118.256987
CB1227,1001 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,34.04115,-118.26074
WA802,2701 7TH ST,Single-Space,FLAT,$1.00,1HR,34.059644,-118.283661
RA181,8701 W 3RD ST,Single-Space,FLAT,$2.00,2HR,34.073651,-118.382406
BH398,1901 1ST ST,Single-Space,FLAT,$1.00,1HR,34.045795,-118.21555
LM359A,7200 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083438,-118.348029
CB3006,101 W 4TH ST,Single-Space,TOD,$0.50 - $3.00,2HR,34.0486,-118.247829
WS31,1600 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.05249,-118.439172
CC630,401 N HILL ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.057389,-118.243139
WV298,10801 W LINDBROOK DR,Single-Space,TOD,$0.50 - $1.50,2HR,34.05981,-118.44426
WW224,101 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.072567,-118.309234
WU377,601 BURLINGTON AVE,Single-Space,FLAT,$1.00,2HR,34.056689,-118.272405
VM2,1001 83RD ST,Single-Space,FLAT,$1.00,2HR,33.96373,-118.292142
CB1546,1101 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.038063,-118.257508
WW2619,200 OXFORD AVE,Single-Space,FLAT,$1.00,1HR,34.070312,-118.307825
CB3265,500 E 8TH ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.039599,-118.249963
LM121,6801 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083529,-118.340945
CC1232,200 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.048876,-118.244281
PM93,9801 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.023855,-118.398225
LH217,2401 BROADWAY,Single-Space,FLAT,$1.00,1HR,34.073734,-118.216352
LH92,3001 BROADWAY,Single-Space,FLAT,$1.00,1HR,34.073828,-118.209812
WN76,101 ANAHEIM ST,Single-Space,FLAT,$0.50,2HR,33.780104,-118.261631
HO902,1600 N GOWER ST,Single-Space,TOD,$1.00 - $2.00,2HR,34.100949,-118.322251
SL396,3200 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.086287,-118.27538
WV596,1000 S HILGARD AVE,Single-Space,FLAT,$0.50,2HR,34.061108,-118.441613
61364,29 WINDWARD AVE,Multi-Space,TOD,$1.00 - $2.00,1HR,33.987349,-118.472946
WU1129,1201 4TH ST,Single-Space,FLAT,$1.00,2HR,34.056107,-118.258848
WV685,10801 W WEYBURN AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.062631,-118.444408
BF301B,701 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.084494,-118.361587
VN924,14401 W FRIAR ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.185742,-118.447126
WW918,601 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,34.062205,-118.302932
BW127,11701 S BARRINGTON CT,Single-Space,FLAT,$2.00,1HR,34.064332,-118.469641
VN384,14501 W ERWIN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.183699,-118.45028
SP354,701 CENTRE ST,Single-Space,FLAT,$0.50,2HR,33.737582,-118.283612
ED533,1300 S PALOMA ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030169,-118.248426
VS34,4600 FOUNTAIN AVE,Single-Space,FLAT,$1.00,2HR,34.095575,-118.289502
WA753,651 CARONDELET ST,Single-Space,FLAT,$1.00,1HR,34.059374,-118.28111
SH264,1001 N LAS PALMAS AVE,Single-Space,FLAT,$1.00,4HR,34.090413,-118.336354
VS277A,1500 KENMORE AVE,Single-Space,FLAT,$1.00,2HR,34.098551,-118.29716
SA203,1901 PARK AVE,Single-Space,FLAT,$1.00,2HR,34.077214,-118.261483
93257,3524 SUNSET BLVD,Multi-Space,FLAT,$1.00,2HR,34.089108,-118.276707
SS233,11801 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,2HR,34.04233,-118.459576
BF703,7700 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.07602,-118.357856
CB3931A,400 S WALL ST,Single-Space,TOD,$0.50 - $3.00,4HR,34.045135,-118.245484
LH64,2300 SICHEL ST,Single-Space,FLAT,$1.00,2HR,34.073463,-118.212996
C1094,600 32ND ST,Single-Space,FLAT,$1.00,2HR,34.023772,-118.279771
MM692,5651 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.062503,-118.352162
CT574,701 N NEW HIGH ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.060501,-118.238496
MM782,5600 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,2HR,34.062283,-118.351959
BH182,2200 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,1HR,34.047514,-118.209597
VW342,600 BERENDO ST,Single-Space,FLAT,$1.00,2HR,34.062194,-118.294061
WU1262,1400 SHATTO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.055074,-118.267355
SVV113,4600 SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.09079,-118.290207
VN368,6251 N VAN NUYS BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.184093,-118.448862
CB2503,600 S WALL ST,Single-Space,FLAT,$0.50,4HR,34.043151,-118.24732
WV253,10900 W LE CONTE AVE,Single-Space,TOD,$1.50 - $2.00,2HR,34.063591,-118.445834
WA153,600 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.058648,-118.275313
HO954A,1700 N WHITLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.102332,-118.333265
VN356,14500 W SYLVAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.184586,-118.449763
WA958,2101 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.053607,-118.279098
WW179,301 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.077788,-118.309257
CB2348,1501 S SAN PEDRO ST,Single-Space,FLAT,$1.00,4HR,34.030559,-118.255635
WA1562,1401 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.043835,-118.274895
VW1326,950 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.053273,-118.291514
SG309,1500 N ORANGE GROVE AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.09838,-118.360413
LC384,300 N LA CIENEGA BLVD,Single-Space,FLAT,$1.00,2HR,34.077682,-118.376469
VN1104,14400 W KITTRIDGE ST,Single-Space,FLAT,$1.00,2HR,34.190626,-118.447191
LM716A,100 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.074596,-118.343914
BW142,100 E BARRINGTON PL,Single-Space,FLAT,$2.00,1HR,34.066661,-118.469834
SP320,401 7TH ST,Single-Space,FLAT,$0.50,2HR,33.737782,-118.286227
C156,3701 VERMONT AVE,Single-Space,FLAT,$1.00,4HR,34.019337,-118.291677
HO545,1701 N IVAR AVE,Single-Space,TOD,$0.50 - $3.00,2HR,34.103471,-118.328259
SVV444A,800 HELIOTROPE DR,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.087204,-118.294875
P289,16600 W MARQUEZ AVE,Single-Space,FLAT,$1.00,2HR,34.048054,-118.544306
SG109A,1400 N VISTA ST,Single-Space,FLAT,$1.00,2HR,34.097662,-118.351683
SS253,1401 S BROCKTON AVE,Single-Space,FLAT,$1.00,2HR,34.041661,-118.461541
MD159,1601 MARENGO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.059604,-118.213283
LM586,7200 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076059,-118.346961
CB3318,301 W 9TH ST,Single-Space,TOD,$0.50 - $4.00,4HR,34.043268,-118.257372
LM768,7000 W ROSEWOOD AVE,Single-Space,FLAT,$1.00,30MIN,34.080227,-118.343766
PB391,1401 S ORANGE DR,Single-Space,FLAT,$1.00,2HR,34.047371,-118.347244
WA1768,2000 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.053088,-118.278319
WB211,1901 S OLIVE ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.031813,-118.268016
CB3174,300 W 7TH ST,Single-Space,FLAT,$5.00,2HR,34.045693,-118.254275
GA256,3101 LOS FELIZ BLVD,Single-Space,FLAT,$1.00,2HR,34.123858,-118.268046
WW1828,501 MANHATTAN PL,Single-Space,FLAT,$1.00,2HR,34.06378,-118.310431
CT319,501 W COLLEGE ST,Single-Space,FLAT,$0.50,4HR,34.064729,-118.239363
PR412,9500 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.055141,-118.396927
VW1429,500 OCCIDENTAL BLVD,Single-Space,FLAT,$1.00,2HR,34.064295,-118.284131
BH95,2101 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,1HR,34.048312,-118.210945
HW467,5600 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.101623,-118.313359
PR684,5900 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052179,-118.370685
SW490,5301 W LEMON GROVE AVE,Single-Space,FLAT,$1.00,1HR,34.08673,-118.309552
WW2015,3801 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061797,-118.310621
CB274,1301 S BROADWAY,Single-Space,FLAT,$0.50,4HR,34.035771,-118.262387
61114,245 MAIN ST,Multi-Space,TOD,$0.50 - $1.50,2HR,33.997058,-118.478741
VS293,5101 SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098227,-118.301151
SW46,1000 N WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.089373,-118.309038
PR687,5900 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052134,-118.370444
BW60A,11601 W CHAYOTE ST,Single-Space,FLAT,$2.00,1HR,34.065604,-118.469544
WA752,651 CARONDELET ST,Single-Space,FLAT,$1.00,1HR,34.05943,-118.281072
WV151,900 S LEVERING AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.063251,-118.448658
SL648,1301 GLENDALE BLVD,Single-Space,FLAT,$1.00,2HR,34.078901,-118.260414
MM477,500 S LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.065306,-118.343899
WA1424,1300 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.046617,-118.282992
HO117A,1600 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $2.00,2HR,34.100895,-118.33241
GA246,3101 LOS FELIZ BLVD,Single-Space,FLAT,$1.00,2HR,34.124219,-118.267366
YO12,5101 YORK BLVD,Single-Space,FLAT,$1.00,1HR,34.121059,-118.204251
ED64,501 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.039957,-118.240061
HO1061,6501 W SELMA AVE,Single-Space,TOD,$1.00 - $3.00,2HR-30MIN,34.099821,-118.332752
WW1187,3701 6TH ST,Single-Space,FLAT,$1.00,30MIN,34.063626,-118.30434
CB3879,301 E 9TH ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.039955,-118.253111
VS377,4800 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.098031,-118.294795
WV668,10800 W WEYBURN AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.062492,-118.444444
MD424,1601 EASTLAKE AVE,Single-Space,FLAT,$1.00,4HR,34.064004,-118.206285
RS79,2601 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,1HR,34.038041,-118.388568
CB4382,700 S SPRING ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.044064,-118.252614
SH291,1000 N LAS PALMAS AVE,Single-Space,FLAT,$0.50,4HR,34.090018,-118.336207
ED331,1101 E PICO BLVD,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030201,-118.24786
CB1038,1101 S MAIN ST,Single-Space,FLAT,$0.50,4HR,34.038037,-118.259133
VW1181,600 LA FAYETTE PK PL,Single-Space,FLAT,$1.00,2HR,34.062501,-118.282418
SV345,6201 W SUNSET BLVD,Single-Space,FLAT,$0.50,2HR,34.098114,-118.324544
56204,11038 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.047992,-118.442414
WW2089,650 WILTON PL,Single-Space,FLAT,$1.00,2HR,34.061049,-118.314236
ER149,2301 COLORADO BLVD,Single-Space,FLAT,$1.00,2HR,34.139733,-118.216754
VW604,601 WESTMORELAND AVE,Single-Space,FLAT,$1.00,1HR,34.062931,-118.288505
MM655,600 S LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.062746,-118.343894
PB17,1300 S ORANGE DR,Single-Space,FLAT,$1.00,2HR,34.048031,-118.346863
VN4,6901 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,2HR,34.197174,-118.448902
VH192,4401 AVOCADO ST,Single-Space,FLAT,$1.00,2HR,34.110823,-118.287181
CB1090,601 W 9TH ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.045343,-118.260592
SH205,6900 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090626,-118.340823
VN867,14400 W SYLVAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.184584,-118.448146
LP240,3401 W 43RD ST,Single-Space,FLAT,$1.00,2HR,34.006055,-118.331791
LC439,8400 W MELROSE PL,Single-Space,FLAT,$1.00,2HR,34.083555,-118.374035
WF430F,6601 W ORANGE ST,Single-Space,FLAT,$1.00,2HR,34.065179,-118.372261
WV575,10800 W LE CONTE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.063904,-118.441618
CC1501,1001 W 2ND ST,Single-Space,FLAT,$0.50,4HR,34.057458,-118.254323
WW2499,4201 BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076363,-118.302088
SV118,1500 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $1.50,2HR,34.098404,-118.332393
C96,3401 VERMONT AVE,Single-Space,FLAT,$1.00,4HR,34.024961,-118.291681
HW267,1701 N KENMORE AVE,Single-Space,FLAT,$1.00,1HR,34.101979,-118.297324
PR436,9300 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.055153,-118.393714
C1140,800 32ND ST,Single-Space,FLAT,$1.00,2HR,34.02541,-118.283551
CC795A,101 N FREMONT AVE,Single-Space,TOD,$0.50 - $2.00,4HR,34.05894,-118.25272
VW117,2800 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.055836,-118.290634
ED121,1000 E 8TH ST,Single-Space,FLAT,$0.50,4HR,34.035527,-118.245728
VW1738,1301 ORCHARD AVE,Single-Space,FLAT,$1.00,2HR,34.046691,-118.288603
HW421C,1701 N GARFIELD PL,Single-Space,FLAT,$1.00,2HR,34.102267,-118.310795
CB3844,800 S SANTEE ST,Single-Space,TOD,$2.00 - $4.00,2HR,34.040525,-118.252624
PB258,5650 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.050441,-118.362096
CT438,700 N YALE ST,Single-Space,FLAT,$0.50,4HR,34.061842,-118.241363
WF76,100 S FLORES ST,Single-Space,FLAT,$1.00,2HR,34.072989,-118.37099
66609,1610 N VINE ST,Multi-Space,TOD,$1.50 - $3.00,2HR,34.100446,-118.326572
VW714,3301 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061882,-118.294434
CB2332,1401 S SAN PEDRO ST,Single-Space,FLAT,$0.50,4HR,34.032218,-118.254509
GA172,3200 LOS FELIZ BLVD,Single-Space,FLAT,$1.00,1HR,34.123175,-118.268882
56134,10351 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.058259,-118.423295
WA1034,1901 OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.051006,-118.277998
PR671,6000 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052559,-118.372672
WU268,600 BIXEL ST,Single-Space,FLAT,$1.00,2HR,34.052791,-118.262909
PR228,8600 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.054149,-118.38099
BF765,500 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.081151,-118.361356
WS41,1500 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.053176,-118.439763
ED205,751 E 12TH ST,Single-Space,FLAT,$0.50,2HR,34.032597,-118.250974
WW1798,501 HARVARD BLVD,Single-Space,FLAT,$1.00,30MIN,34.06423,-118.304182
56406,10948 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.048832,-118.439324
SP560,401 6TH ST,Single-Space,FLAT,$0.50,2HR,33.738703,-118.2876
LP185A,4301 S LEIMERT BLVD,Single-Space,FLAT,$1.00,2HR,34.005162,-118.330141
VW1594,2501 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047336,-118.2932
CB1626,1100 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.037298,-118.257936
VW1861,3100 5TH ST,Single-Space,FLAT,$1.00,2HR,34.065095,-118.289296
CB4244,500 E OLYMPIC BLVD,Single-Space,TOD,$0.50 - $3.00,2HR,34.037338,-118.252888
BF702A,7700 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.07602,-118.357991
CT115,800 N BROADWAY,Single-Space,TOD,$0.50 - $4.00,2HR,34.063387,-118.237678
CB3810,401 S WALL ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.045692,-118.245195
ED479,701 S MERCHANT ST,Single-Space,FLAT,$0.50,4HR,34.034567,-118.244107
VH70,1800 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.103838,-118.29168
CC18,300 E TEMPLE ST,Single-Space,TOD,$1.50 - $6.00,4HR,34.051763,-118.239024
CB3325,300 W 9TH ST,Single-Space,TOD,$1.50 - $5.00,2HR,34.043118,-118.257411
SS497,1800 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,2HR,34.043729,-118.445952
SL581,2401 GLENDALE BLVD,Single-Space,FLAT,$1.00,2HR,34.10202,-118.259343
CB2641B,700 S SAN PEDRO ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.039902,-118.247467
