space_id,block_face,meter_type,rate_type,rate_range,metered_time_limit,lat,long
BF265,701 N OGDEN DR,Single-Space,FLAT,$1.00,2HR,34.084034,-118.359513
SS123,11301 W IDAHO AVE,Single-Space,FLAT,$1.00,2HR,34.045714,-118.448587
CB2601,500 S FREMONT AVE,Single-Space,TOD,$2.00 - $3.00,2HR,34.052359,-118.258281
SL421,2800 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.082486,-118.272914
CB2786,101 E OLYMPIC BLVD,Single-Space,TOD,$0.50 - $5.00,2HR,34.040068,-118.256134
CB4272,1001 S SAN JULIAN ST,Single-Space,FLAT,$0.50,4HR,34.036625,-118.252591
L127,200 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.074954,-118.32352
LM718A,100 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.07481,-118.343915
VW155,800 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.056498,-118.291518
ED421,900 E PICO BLVD,Single-Space,FLAT,$0.50,2HR,34.030892,-118.249801
SP469,600 PALOS VERDES ST,Single-Space,FLAT,$0.50,2HR,33.738495,-118.281285
ED221B,700 E 12TH ST,Single-Space,FLAT,$0.50,2HR,34.033459,-118.252985
WA1153,2201 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.059429,-118.277838
PB358,1401 S MEADOWBROOK AVE,Single-Space,FLAT,$1.00,2HR,34.047626,-118.350648
CB602,100 E 11TH ST,Single-Space,FLAT,$0.50,4HR,34.0388,-118.257783
L68,101 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.073673,-118.323754
CB3816,301 E 5TH ST,Single-Space,TOD,$3.00 - $6.00,2HR,34.045219,-118.246159
PR381,9501 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.055349,-118.39652
BF217,7501 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083751,-118.35481
WV585,10801 W LE CONTE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.063933,-118.442065
VH160,2000 HILLHURST AVE,Single-Space,FLAT,$1.00,1HR,34.108376,-118.28732
WS200,1501 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.053261,-118.44018
PR649,1601 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.049227,-118.385371
WB73,1801 S BROADWAY,Single-Space,FLAT,$0.50,4HR,34.03219,-118.265286
CB1243,1201 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,34.039003,-118.262745
VN174,14501 W HAMLIN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.188747,-118.450649
SS577,11501 W IOWA AVE,Single-Space,FLAT,$1.00,2HR,34.043501,-118.450646
VH214,4501 AVOCADO ST,Single-Space,FLAT,$1.00,2HR,34.110769,-118.287968
WU81,1101 6TH ST,Single-Space,FLAT,$1.00,1HR,34.05425,-118.262361
SG112A,7300 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.097914,-118.35137
WS761,11001 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,2HR,34.048678,-118.441523
WA38,1901 7TH ST,Single-Space,FLAT,$1.00,1HR,34.055796,-118.275149
SP803,500 NELSON ST,Single-Space,FLAT,$0.50,2HR,33.739171,-118.284925
GA199,3000 LOS FELIZ BLVD,Single-Space,FLAT,$1.00,2HR,34.124574,-118.266237
VW1385,651 BERENDO ST,Single-Space,FLAT,$1.00,2HR,34.06009,-118.29422
RA122,300 S ROBERTSON BLVD,Single-Space,FLAT,$2.00,2HR,34.072675,-118.383679
LH71,2800 BROADWAY,Single-Space,FLAT,$1.00,1HR,34.07359,-118.212287
VS440,1301 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.096836,-118.29188
WA108,1901 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.057158,-118.273973
W165,6201 W 98TH ST,Single-Space,FLAT,$1.00,2HR,33.94741,-118.394759
SS220,1401 S GRANVILLE AVE,Single-Space,FLAT,$1.00,2HR,34.043054,-118.458414
SVV221,4600 VERMONT PL,Single-Space,FLAT,$1.00,2HR,34.092364,-118.290567
WW2575,4100 BEVERLY BLVD,Single-Space,FLAT,$1.00,2HR,34.07622,-118.299047
WF164,8400 W 3RD ST,Single-Space,FLAT,$1.00,2HR,34.072974,-118.373551
RA80,101 S ROBERTSON BLVD,Single-Space,FLAT,$2.00,2HR,34.074218,-118.383851
LM130,6901 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083524,-118.341972
SV115,1500 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $1.50,2HR,34.098229,-118.332391
L202,500 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.080826,-118.323537
MD370,1400 EASTLAKE AVE,Single-Space,FLAT,$1.00,4HR,34.061911,-118.204497
CB3639B,601 S OLIVE ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.047269,-118.255027
PC51,4501 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.048671,-118.334358
MD562,1300 SAN PABLO ST,Single-Space,FLAT,$1.00,4HR,34.060487,-118.203805
CB493,1400 S SANTEE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.033389,-118.259601
66431,6420 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $4.00,2HR,34.101513,-118.330718
WA1669,1200 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.047438,-118.282427
WW891,600 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,34.062047,-118.302784
L279,301 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.076466,-118.323766
CT426,501 W ORD ST,Single-Space,FLAT,$0.50,2HR,34.060963,-118.240944
V75,100 VENICE WAY,Single-Space,TOD,$1.50 - $2.00,1HR,33.987243,-118.471043
CC892,200 N FIGUEROA ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.058517,-118.25092
WU911,1700 OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.049735,-118.275665
MD404,1600 EASTLAKE AVE,Single-Space,FLAT,$1.00,4HR,34.064531,-118.207038
VN891,14401 W SYLVAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.184736,-118.448212
SVV298,801 VERMONT AVE,Single-Space,FLAT,$1.00,2HR,34.086998,-118.291847
PR163,1401 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.053297,-118.384043
SG130,7100 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.097881,-118.346429
MM261,601 S RIDGELEY DR,Single-Space,FLAT,$1.00,2HR,34.06278,-118.350459
SV446,1300 N VINE ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.097316,-118.326535
CB1383,901 W JAMES M WOOD BLVD,Single-Space,TOD,$3.00 - $5.00,4HR,34.04682,-118.264018
CB4196,400 E 15TH ST,Single-Space,FLAT,$0.50,4HR,34.032261,-118.258532
VW596,600 WESTMORELAND AVE,Single-Space,FLAT,$1.00,1HR,34.063439,-118.288349
LM142,7001 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083519,-118.343307
SH258,1000 N MCCADDEN PL,Single-Space,FLAT,$0.50,2HR,34.090509,-118.337368
WU440,651 WITMER ST,Single-Space,FLAT,$1.00,2HR,34.053235,-118.267099
CT524,700 N SPRING ST,Single-Space,FLAT,$0.50,4HR,34.060485,-118.237516
V64,1 NORTH VENICE BL,Single-Space,TOD,$1.00 - $2.00,1HR,33.98493,-118.470343
VW754,3201 6TH ST,Single-Space,FLAT,$1.00,2HR,34.063687,-118.293694
BF516,7701 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076218,-118.358976
WF427,600 S SAN VICENTE BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.064626,-118.371884
PR27,8701 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.054722,-118.382926
VW1813,2301 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047357,-118.288072
L75,101 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.073458,-118.323755
BF526,7801 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076217,-118.359631
SV336,6101 W SUNSET BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.098121,-118.322851
BF104,101 N FAIRFAX AVE,Single-Space,FLAT,$1.00,1HR,34.074727,-118.361528
V124,1301 MAIN ST,Single-Space,TOD,$1.00 - $2.00,1HR,33.989461,-118.472313
VW1945,800 WESTMORELAND AVE,Single-Space,FLAT,$1.00,2HR,34.056088,-118.289007
PM141B,3700 S JASMINE AVE,Single-Space,FLAT,$1.00,1HR,34.022006,-118.402041
CB3999,200 E 16TH ST,Single-Space,FLAT,$0.50,4HR,34.032659,-118.261019
CB578,301 E 12TH ST,Single-Space,TOD,$5.00 - $6.00,15MIN,34.035868,-118.256569
CB405,1401 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.034028,-118.260842
SW412,5200 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090717,-118.303783
VM49,1000 85TH ST,Single-Space,FLAT,$1.00,4HR,33.960901,-118.292063
SW546,5101 W MARATHON ST,Single-Space,FLAT,$1.00,2HR,34.08495,-118.309873
SV109,6501 W SUNSET BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.098094,-118.331343
SS147,1630 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,1HR,34.04606,-118.447963
CT73A,601 N NEW HIGH ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.059099,-118.239197
SVV400,700 HELIOTROPE DR,Single-Space,FLAT,$1.00,4HR,34.084997,-118.294866
L283,5101 E 1ST ST,Single-Space,FLAT,$1.00,2HR,34.073071,-118.324041
WW1946,700 HOBART BLVD,Single-Space,FLAT,$1.00,2HR,34.057905,-118.305266
SV486,6000 W SUNSET BLVD,Single-Space,FLAT,$0.50,2HR,34.097933,-118.320911
WS44,1500 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.053329,-118.439898
MV66,12301 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.004258,-118.43278
LC424A,8400 W MELROSE PL,Single-Space,FLAT,$1.00,2HR,34.083534,-118.375442
MD849,1201 CORNWELL ST,Single-Space,FLAT,$1.00,4HR,34.058036,-118.203586
MD134,1801 MARENGO ST,Single-Space,FLAT,$1.00,4HR,34.058275,-118.210929
CB1132,1000 S HILL ST,Single-Space,FLAT,$0.50,4HR,34.040337,-118.259533
C1008,3000 VERMONT AVE,Single-Space,FLAT,$1.00,4HR,34.026726,-118.291407
W198,10001 S GLASGOW PL,Single-Space,FLAT,$1.00,2HR,33.944606,-118.371166
SVV446A,800 HELIOTROPE DR,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.087487,-118.294876
MM202,601 S DETROIT ST,Single-Space,FLAT,$1.00,2HR,34.062593,-118.345179
HO245,6401 W SELMA AVE,Single-Space,TOD,$1.00 - $4.00,2HR,34.099836,-118.32977
93115,3511 SUNSET BLVD,Multi-Space,FLAT,$1.00,2HR,34.089228,-118.276518
ED53,501 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.040791,-118.240009
WW1348A,600 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.082183,-118.309007
PR789,1300 S BEVERLY GREEN DR,Single-Space,FLAT,$1.00,2HR,34.053323,-118.405113
PR577,5901 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.05212,-118.369293
C943,3700 VERMONT AVE,Single-Space,FLAT,$1.00,4HR,34.019579,-118.291406
PR721,1400 S ALFRED ST,Single-Space,FLAT,$1.00,1HR,34.053688,-118.374977
YO31,5001 YORK BLVD,Single-Space,FLAT,$1.00,1HR,34.12139,-118.205982
L67,101 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.073712,-118.323754
WA1303,2200 MIRAMAR ST,Single-Space,FLAT,$1.00,2HR,34.064451,-118.273364
PM46,3201 S MOTOR AVE,Single-Space,FLAT,$1.00,1HR,34.029628,-118.411133
SV34,1501 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099338,-118.328507
WW2600,201 BERENDO ST,Single-Space,FLAT,$1.00,2HR,34.076074,-118.294246
VN785,14401 W CALVERT ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.181731,-118.448069
P237,800 N ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,34.045156,-118.525029
BW68,11600 W CHAYOTE ST,Single-Space,FLAT,$2.00,1HR,34.065606,-118.469334
L125,200 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.074896,-118.32352
CB3001A,201 W 4TH ST,Single-Space,TOD,$1.50 - $5.00,2HR,34.049087,-118.248589
CT315,501 W COLLEGE ST,Single-Space,FLAT,$0.50,4HR,34.064629,-118.239072
VN1144,6600 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,2HR,34.192244,-118.448573
LP257,3400 W 43RD ST,Single-Space,FLAT,$1.00,2HR,34.005911,-118.332579
WA574,2400 6TH ST,Single-Space,FLAT,$1.00,1HR,34.061441,-118.279349
PR94,1100 S CLARK DR,Single-Space,FLAT,$1.00,2HR,34.055222,-118.384706
MM217,600 S COCHRAN AVE,Single-Space,FLAT,$1.00,1HR,34.062602,-118.347147
CB4122,601 E 15TH ST,Single-Space,FLAT,$0.50,4HR,34.031085,-118.25597
L261,401 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.078545,-118.323772
CB383,100 E PICO BLVD,Single-Space,TOD,$0.50 - $2.00,2HR,34.036034,-118.260011
LH98,2901 BROADWAY,Single-Space,FLAT,$1.00,1HR,34.07381,-118.210983
BF221,700 N CURSON AVE,Single-Space,FLAT,$1.00,2HR,34.083938,-118.355254
PR611,9801 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.053748,-118.403152
LC40,8400 W WILLOUGHBY AVE,Single-Space,FLAT,$1.00,2HR,34.086954,-118.376009
PR179A,1400 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.053045,-118.383846
WB466A,1901 S FLOWER ST,Single-Space,FLAT,$1.00,2HR,34.033071,-118.271441
WA1473,1700 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.045167,-118.278292
WU1290,1200 3RD ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.056935,-118.258572
WW1723,651 SERRANO AVE,Single-Space,FLAT,$1.00,1HR,34.061109,-118.306689
WB674,1901 S LOS ANGELES ST,Single-Space,FLAT,$1.00,4HR,34.029847,-118.26412
WA998,2100 OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.051994,-118.280779
CB4370,600 S SPRING ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.045394,-118.251374
PM35,3300 S MOTOR AVE,Single-Space,FLAT,$1.00,1HR,34.028744,-118.410197
WW1855,3801 INGRAHAM ST,Single-Space,FLAT,$1.00,2HR,34.060739,-118.310696
ED644,800 E 10TH ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.03403,-118.249447
SA109,1201 LEMOYNE ST,Single-Space,FLAT,$1.00,15MIN,34.077464,-118.259564
CB664,901 S WALL ST,Single-Space,TOD,$1.50 - $6.00,2HR,34.038076,-118.252702
WU984,600 SAINT PAUL AVE,Single-Space,FLAT,$1.00,1HR,34.053311,-118.260896
WA1157,2301 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.059521,-118.278134
HO552,1701 N IVAR AVE,Single-Space,TOD,$0.50 - $3.00,2HR,34.102611,-118.328252
WU590,1600 7TH ST,Single-Space,FLAT,$1.00,1HR,34.054127,-118.271868
WA1198,2200 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.058851,-118.277079
SL95,2300 HYPERION AVE,Single-Space,FLAT,$1.00,4HR,34.101732,-118.273008
ER132,2000 COLORADO BLVD,Single-Space,FLAT,$1.00,2HR,34.139033,-118.21218
SS192,11601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.044198,-118.455333
PB89,5201 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.048359,-118.352985
WW52,400 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.06639,-118.309009
WS431,1600 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.048485,-118.444865
BF392A,300 N EDINBURGH AVE,Single-Space,FLAT,$1.00,2HR,34.076353,-118.363643
WA115,600 WESTLAKE AVE,Single-Space,FLAT,$1.00,1HR,34.057542,-118.274502
WV47,1001 S GAYLEY AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.06086,-118.447179
PM144,10100 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.02178,-118.401207
LT13,201 E BOYD ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.047791,-118.24514
WW1639,3201 8TH ST,Single-Space,FLAT,$1.00,1HR,34.057795,-118.299162
CT22,100 W ORD ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.059698,-118.237667
PM127,10101 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.022484,-118.400627
AE350,100 VIGNES ST,Single-Space,FLAT,$1.00,2HR,34.049048,-118.233717
LM133,6901 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083525,-118.342194
WSV130,12201 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,2HR,34.043105,-118.468901
ED161,1101 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030762,-118.246479
RS74,2501 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.038708,-118.388387
LM485,300 N ALTA VISTA BLVD,Single-Space,FLAT,$1.00,2HR,34.076497,-118.347371
CB3063,301 E 4TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.04614,-118.243665
AE380,700 TEMPLE ST,Single-Space,FLAT,$1.00,2HR,34.050082,-118.232932
CT96,700 N BROADWAY,Single-Space,TOD,$0.50 - $2.00,2HR,34.061356,-118.238701
CB1630,1100 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.037517,-118.257757
WA1300,2200 MIRAMAR ST,Single-Space,FLAT,$1.00,2HR,34.064582,-118.27367
VW959,3501 3RD ST,Single-Space,FLAT,$1.00,1HR,34.069146,-118.293166
PR701,5900 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.051652,-118.367933
WV307,1100 S WESTWOOD BLVD,Single-Space,TOD,$1.50 - $2.00,2HR,34.0602,-118.444968
CB4405,1101 S SAN PEDRO ST,Single-Space,FLAT,$0.50,4HR,34.034787,-118.252651
WA1474,1700 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.045141,-118.278235
MV214,12101 W PACIFIC AVE,Single-Space,FLAT,$1.00,1HR,34.004129,-118.430288
56410,10938 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.048911,-118.439038
RA134,300 S ARNAZ DR,Single-Space,FLAT,$2.00,2HR,34.073239,-118.382637
VS82,4500 SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098047,-118.289074
SV129,1500 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $1.50,2HR,34.099615,-118.332403
ED598,1101 S CROCKER ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.033588,-118.251347
LM134,6901 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083525,-118.342283
CC1382,601 N GRAND AVE,Single-Space,FLAT,$0.50,4HR,34.06135,-118.243361
WW1449,901 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.053375,-118.309159
MM21A,700 S CURSON AVE,Single-Space,FLAT,$1.00,2HR,34.06105,-118.355485
VN1039,14401 W HAMLIN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.188748,-118.447784
WA1237,200 ALVARADO ST,Single-Space,FLAT,$1.00,2HR,34.063439,-118.272256
SV78,6401 W SUNSET BLVD,Single-Space,TOD,$0.50 - $2.00,2HR,34.098091,-118.330374
VS316,4900 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.098021,-118.297942
C569,3201 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,34.022817,-118.279571
VS524,1201 VERMONT AVE,Single-Space,FLAT,$1.00,2HR,34.094565,-118.291872
P30,15301 W ANTIOCH ST,Single-Space,FLAT,$1.00,2HR,34.047067,-118.526268
WU1099,600 LUCAS AVE,Single-Space,FLAT,$1.00,2HR,34.051711,-118.2656
LM825,6900 W MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.08336,-118.342254
LM154,700 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.084651,-118.343932
VN1165,6800 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,2HR,34.195636,-118.448542
CC1565,200 S SPRING ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.050457,-118.246653
ED167,1101 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030978,-118.247016
VW1750,2300 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047186,-118.287846
LM494,7301 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076253,-118.349246
BF768,500 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.081323,-118.361357
AE126,600 2ND ST,Single-Space,FLAT,$1.00,2HR,34.047105,-118.236366
ED469,800 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.032765,-118.243599
VW565,501 VIRGIL AVE,Single-Space,FLAT,$1.00,2HR,34.064325,-118.287154
CB2539,701 S WALL ST,Single-Space,TOD,$0.50 - $6.00,4HR,34.041378,-118.249173
CB1656,900 S LOS ANGELES ST,Single-Space,TOD,$2.00 - $4.00,2HR,34.040123,-118.254887
WW1938,701 KINGSLEY DR,Single-Space,FLAT,$1.00,2HR,34.057948,-118.303147
BF303A,701 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.084241,-118.361584
66114,6325 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $3.00,2HR,34.101704,-118.327774
VN252,14501 W VICTORY BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.186771,-118.450376
WS165,1301 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.055987,-118.442335
WB483,2201 S FLOWER ST,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.030589,-118.272888
MV209,12100 W PACIFIC AVE,Single-Space,FLAT,$1.00,1HR,34.004207,-118.429878
SV122,1500 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $1.50,2HR,34.099048,-118.332399
C542,2801 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,34.02595,-118.27757
SV762,1301 N HIGHLAND AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.09593,-118.338759
VS268,4801 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.098261,-118.295222
WA467,2001 8TH ST,Single-Space,FLAT,$1.00,1HR,34.05472,-118.277257
ED393A,700 E PICO BLVD,Single-Space,FLAT,$0.50,2HR,34.032195,-118.252853
LM602,201 N DETROIT ST,Single-Space,FLAT,$1.00,2HR,34.075839,-118.345205
WW1942,701 HARVARD BLVD,Single-Space,FLAT,$1.00,2HR,34.058167,-118.30424
VW202B,700 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.058932,-118.291528
CB3791,500 S LOS ANGELES ST,Single-Space,TOD,$4.00 - $6.00,2HR,34.045747,-118.247749
WS565,10901 W ASHTON AVE,Single-Space,FLAT,$1.00,2HR,34.057049,-118.446393
VW88,2901 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.056001,-118.292038
ED11,1101 E 6TH ST,Single-Space,FLAT,$0.50,4HR,34.038634,-118.23908
WW1194,3701 6TH ST,Single-Space,FLAT,$1.00,30MIN,34.063623,-118.304993
CB2613,401 E 8TH ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.040414,-118.250573
CB3784,600 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.044208,-118.249272
CB1021,1100 S MAIN ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.0382,-118.25872
CB1763,100 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.037295,-118.258984
SP680,400 6TH ST,Single-Space,FLAT,$0.50,2HR,33.73882,-118.287504
MD171,1601 MARENGO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.060198,-118.213842
WF194,8300 W 3RD ST,Single-Space,FLAT,$1.00,2HR,34.072666,-118.370769
WA1424A,1300 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.046667,-118.282961
HO700,1701 N MCCADDEN PL,Single-Space,TOD,$2.00 - $3.00,2HR,34.101939,-118.337485
WS79,10800 W ROCHESTER AVE,Single-Space,FLAT,$1.00,2HR,34.056205,-118.441902
VW764,3401 6TH ST,Single-Space,FLAT,$1.00,2HR,34.063676,-118.296155
LH296,2400 PASADENA AVE,Single-Space,FLAT,$1.00,1HR,34.07608,-118.216656
WA1030,900 BONNIE BRAE ST,Single-Space,FLAT,$1.00,2HR,34.051002,-118.277363
CB4065,500 E 11TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.036203,-118.253792
SW186,5601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,2HR,34.090853,-118.312422
VW622,501 SHATTO PL,Single-Space,FLAT,$1.00,1HR,34.064286,-118.290013
MD883,1200 CUMMINGS ST,Single-Space,FLAT,$1.00,4HR,34.059182,-118.205311
WW2015A,3801 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061797,-118.310685
SV383,1400 N COLE PL,Single-Space,FLAT,$0.50,2HR,34.097325,-118.33021
VN266,14500 W VICTORY BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.186562,-118.449644
WS519,1800 S PONTIUS AVE,Single-Space,FLAT,$1.00,2HR,34.045125,-118.442868
CC966B,900 W SUNSET BLVD,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.06397,-118.248029
ED695,900 S TOWNE AVE,Single-Space,TOD,$0.50 - $1.50,4HR,34.034734,-118.249147
WB836,1700 S MAPLE AVE,Single-Space,FLAT,$1.00,2HR,34.0302,-118.260669
CC965,1000 W SUNSET BLVD,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.064235,-118.248343
SL86,2200 HYPERION AVE,Single-Space,FLAT,$1.00,4HR,34.100328,-118.2732
AE75D,600 TRACTION AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.045928,-118.236797
WW2531,300 OXFORD AVE,Single-Space,FLAT,$1.00,1HR,34.076489,-118.307893
PR231,8600 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.054103,-118.380751
CB4025,301 W 5TH ST,Single-Space,FLAT,$3.00,2HR,34.048471,-118.251193
SS378,1601 S COLBY AVE,Single-Space,FLAT,$1.00,1HR,34.044608,-118.452534
WP161,3000 DELL AVE,Single-Space,TOD,$0.50 - $2.00,2HR,33.981331,-118.463654
WS513,1800 S PONTIUS AVE,Single-Space,FLAT,$1.00,2HR,34.044827,-118.442614
BF57,301 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.076841,-118.361543
SP99,501 7TH ST,Single-Space,FLAT,$0.50,2HR,33.737792,-118.289437
MD481,1701 ZONAL AVE,Single-Space,FLAT,$1.00,4HR,34.061589,-118.209561
SL115,3600 TRACY ST,Single-Space,FLAT,$1.00,2HR,34.103619,-118.272815
WF222,301 S LA JOLLA AVE,Single-Space,FLAT,$1.00,2HR,34.072048,-118.368013
RA93,301 S ROBERTSON BLVD,Single-Space,FLAT,$2.00,2HR,34.072638,-118.383856
BF224,7601 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083768,-118.35559
